before,after,diff
27.181818181818183,36.25,9.068181818181817
6.0,4.0,-2.0
2.0,1.0,-1.0
35.0,9.0,-26.0
1851.028409090909,5845.25,3994.221590909091
43.023579687084485,76.45423467670055,33.430654989616066
33.0,20.0,-13.0
