text_type,chi2,p_value,cramers_v,n
commit_messages,985.6857680668147,9.142290541060396e-215,0.11298072163474931,77220
issue_bodies,154.79590869519367,2.434980660493907e-34,0.13998006580287214,7900
pr_bodies,1827.313841860672,0.0,0.3034457228568472,19845
review_comments,37.50865495077274,7.163067862065775e-09,0.07359627889546863,6925
