text_type,doc_id,cluster
commit_messages,1183,3
commit_messages,1184,0
commit_messages,1185,1
commit_messages,1186,1
commit_messages,1187,1
commit_messages,1188,3
commit_messages,1189,0
commit_messages,1190,3
commit_messages,1191,3
commit_messages,1192,3
commit_messages,1193,2
commit_messages,1194,0
commit_messages,1195,0
commit_messages,1196,1
commit_messages,1197,1
commit_messages,1198,3
commit_messages,1199,1
commit_messages,1200,3
commit_messages,1201,0
commit_messages,1202,1
commit_messages,1203,1
commit_messages,1204,0
commit_messages,1205,1
commit_messages,1206,3
commit_messages,1207,0
commit_messages,1208,1
commit_messages,1209,1
commit_messages,1210,0
commit_messages,1211,3
commit_messages,1212,1
commit_messages,1213,0
commit_messages,1214,1
commit_messages,1215,1
commit_messages,1216,0
commit_messages,1217,1
commit_messages,1218,1
commit_messages,1219,1
commit_messages,1220,3
commit_messages,1221,0
commit_messages,1222,3
commit_messages,1223,3
commit_messages,1224,1
commit_messages,1225,3
commit_messages,1226,0
commit_messages,1227,0
commit_messages,1228,3
commit_messages,1229,0
commit_messages,1230,0
commit_messages,1231,3
commit_messages,1232,0
commit_messages,1233,0
commit_messages,1234,3
commit_messages,1235,0
commit_messages,1236,1
commit_messages,1237,3
commit_messages,1238,0
commit_messages,1239,3
commit_messages,1240,0
commit_messages,1241,3
commit_messages,1242,0
commit_messages,1243,3
commit_messages,1244,0
commit_messages,1245,3
commit_messages,1246,3
commit_messages,1247,0
commit_messages,1248,1
commit_messages,1249,1
commit_messages,1250,0
commit_messages,1251,3
commit_messages,1252,0
commit_messages,1253,1
commit_messages,1254,1
commit_messages,1255,0
commit_messages,1256,0
commit_messages,1257,1
commit_messages,1258,1
commit_messages,1259,3
commit_messages,1260,0
commit_messages,1261,0
commit_messages,1262,0
commit_messages,1263,0
commit_messages,1264,0
commit_messages,1265,0
commit_messages,1266,0
commit_messages,1267,1
commit_messages,1268,0
commit_messages,1269,0
commit_messages,1270,1
commit_messages,1271,0
commit_messages,1272,0
commit_messages,1273,0
commit_messages,1274,0
commit_messages,1275,0
commit_messages,1276,0
