topic_label,count_before,count_after,share_before,share_after,delta_share,mean_weight_before,mean_weight_after,delta_mean_weight
Feature Development,1428,2504,0.10507726269315673,0.1247198286596603,0.019642565966503572,0.11335039883852005,0.11835434287786484,0.005003944039344788
UI / UX,730,2023,0.05371596762325239,0.10076206604572396,0.04704609842247157,0.10912907868623734,0.11404408514499664,0.004915006458759308
Bug Fixing & Debugging,2018,1817,0.1484915378955114,0.0905015689595059,-0.0579899689360055,0.12630680203437805,0.11901235580444336,-0.007294446229934692
Testing & CI,1571,2371,0.11559970566593084,0.11809533296807292,0.0024956273021420894,0.1308753490447998,0.1269812136888504,-0.003894135355949402
Refactoring & Cleanup,1819,1582,0.1338484179543782,0.0787966329630921,-0.055051784991286115,0.12422895431518555,0.12196879833936691,-0.002260155975818634
Documentation & Communication,1531,2781,0.11265636497424576,0.1385167106639438,0.02586034568969804,0.13271325826644897,0.1343177706003189,0.001604512333869934
Deployment,3469,2812,0.255261221486387,0.14006076605070478,-0.11520045543568225,0.14126206934452057,0.13319367170333862,-0.008068397641181946
Code Review & Collaboration,1024,4187,0.0753495217071376,0.20854709368929622,0.13319757198215862,0.12213408946990967,0.13212773203849792,0.009993642568588257
