text_type,doc_id,group,top1_topic,top1_weight,top2_topic,top2_weight,margin
commit_messages,0,before,Feature Development,0.1490641,Refactoring & Cleanup,0.14487648,0.004187620000000003
commit_messages,1,before,Deployment,0.16627972,Documentation & Communication,0.15050326,0.015776459999999992
commit_messages,2,before,Refactoring & Cleanup,0.1745305,UI / UX,0.16848849,0.006042010000000014
commit_messages,3,before,Refactoring & Cleanup,0.15937105,Bug Fixing & Debugging,0.15835185,0.0010191999999999979
commit_messages,8,before,Documentation & Communication,0.17087701,Refactoring & Cleanup,0.16018248,0.010694530000000008
commit_messages,9,before,Bug Fixing & Debugging,0.14056219,UI / UX,0.13539492,0.005167270000000002
commit_messages,12,before,Feature Development,0.14225629,Refactoring & Cleanup,0.13686599,0.0053903000000000145
commit_messages,14,before,Deployment,0.1662873,Bug Fixing & Debugging,0.15427965,0.012007650000000009
commit_messages,15,before,Refactoring & Cleanup,0.16849963,Testing & CI,0.15624146,0.012258170000000013
commit_messages,16,before,Deployment,0.15471563,Refactoring & Cleanup,0.14213172,0.012583910000000004
commit_messages,22,before,Bug Fixing & Debugging,0.15327212,Documentation & Communication,0.14745541,0.005816710000000003
commit_messages,23,before,Refactoring & Cleanup,0.16394864,Code Review & Collaboration,0.16327016,0.0006784800000000091
commit_messages,25,before,Refactoring & Cleanup,0.15666674,Documentation & Communication,0.1537694,0.0028973399999999983
commit_messages,27,before,Feature Development,0.14722747,Refactoring & Cleanup,0.14516467,0.0020628000000000035
commit_messages,31,before,Documentation & Communication,0.17045146,Feature Development,0.15746848,0.012982980000000005
commit_messages,38,before,Documentation & Communication,0.15886529,Deployment,0.15644889,0.0024163999999999852
commit_messages,39,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,40,before,Refactoring & Cleanup,0.1518587,Documentation & Communication,0.14471431,0.0071443900000000005
commit_messages,42,before,Code Review & Collaboration,0.16359147,Bug Fixing & Debugging,0.14608496,0.017506509999999975
commit_messages,43,before,Testing & CI,0.14490613,Deployment,0.14272088,0.0021852499999999997
commit_messages,44,before,Testing & CI,0.14490613,Deployment,0.14272088,0.0021852499999999997
commit_messages,50,before,Bug Fixing & Debugging,0.15864232,Deployment,0.1535639,0.00507842
commit_messages,51,before,Bug Fixing & Debugging,0.15864232,Deployment,0.1535639,0.00507842
commit_messages,52,before,Bug Fixing & Debugging,0.15864232,Deployment,0.1535639,0.00507842
commit_messages,56,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,57,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,59,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,60,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,62,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,63,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,65,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,66,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,68,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,70,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,72,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,74,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,75,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,77,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,79,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,81,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,83,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,85,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,87,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,88,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,89,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,91,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,92,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,94,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,95,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,97,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,98,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,99,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,101,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,102,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,104,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,105,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,106,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,108,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,109,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,110,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,112,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,113,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,114,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,116,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,117,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,119,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,120,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,122,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,123,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,125,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,126,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,128,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,129,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,131,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,132,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,134,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,135,before,Documentation & Communication,0.14618047,Deployment,0.14531073,0.0008697400000000077
commit_messages,137,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,138,before,Documentation & Communication,0.1613439,Deployment,0.15008758,0.011256320000000014
commit_messages,139,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,140,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,141,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,142,before,Testing & CI,0.16139984,Code Review & Collaboration,0.1564691,0.004930739999999989
commit_messages,144,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,145,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,147,before,Documentation & Communication,0.16307496,UI / UX,0.15407139,0.009003569999999989
commit_messages,149,before,Feature Development,0.14856166,Testing & CI,0.14746049,0.0011011700000000124
commit_messages,159,before,Refactoring & Cleanup,0.17912495,Bug Fixing & Debugging,0.16676585,0.012359100000000012
commit_messages,160,before,Refactoring & Cleanup,0.18393275,Bug Fixing & Debugging,0.16865122,0.015281530000000015
commit_messages,162,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,163,before,Deployment,0.17854187,Documentation & Communication,0.16771272,0.010829149999999982
commit_messages,165,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,167,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,168,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,169,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,175,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,176,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,177,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,178,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,179,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,185,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,186,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,189,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,191,before,Feature Development,0.16390477,Refactoring & Cleanup,0.16003123,0.0038735400000000086
commit_messages,193,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,194,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,198,before,Bug Fixing & Debugging,0.1546416,Refactoring & Cleanup,0.14712977,0.007511829999999997
commit_messages,199,before,UI / UX,0.19509852,Refactoring & Cleanup,0.18520486,0.009893659999999999
commit_messages,202,before,Code Review & Collaboration,0.13468938,Documentation & Communication,0.13159305,0.0030963300000000082
commit_messages,203,before,Feature Development,0.14217234,Testing & CI,0.13488305,0.007289290000000004
commit_messages,204,before,Feature Development,0.14490736,Documentation & Communication,0.13657762,0.008329740000000002
commit_messages,205,before,Deployment,0.1472474,Feature Development,0.14528583,0.001961569999999996
commit_messages,206,before,Feature Development,0.16511239,Testing & CI,0.14936441,0.015747979999999995
commit_messages,208,before,Bug Fixing & Debugging,0.13842241,Deployment,0.13825183,0.0001705800000000035
commit_messages,210,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,216,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,218,before,Documentation & Communication,0.20843065,Deployment,0.19110313,0.017327519999999985
commit_messages,219,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,220,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,221,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,222,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,223,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,227,before,Documentation & Communication,0.14984033,Bug Fixing & Debugging,0.14328906,0.006551269999999998
commit_messages,228,before,Documentation & Communication,0.1529113,Feature Development,0.1496923,0.0032189999999999996
commit_messages,229,before,Documentation & Communication,0.13879684,Bug Fixing & Debugging,0.1372948,0.00150204000000001
commit_messages,231,before,Deployment,0.14817345,Refactoring & Cleanup,0.14518774,0.0029857100000000025
commit_messages,232,before,Documentation & Communication,0.1523511,Deployment,0.1523005,5.059999999998399e-05
commit_messages,233,before,Bug Fixing & Debugging,0.15078685,Documentation & Communication,0.14491957,0.0058672800000000025
commit_messages,237,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,243,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,244,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,245,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,246,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,247,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,248,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,249,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,250,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,251,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,252,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,253,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,256,before,Refactoring & Cleanup,0.1453482,Bug Fixing & Debugging,0.13612191,0.009226289999999998
commit_messages,259,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,261,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,262,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,263,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,267,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,279,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,280,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,281,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,282,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,283,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,284,before,Bug Fixing & Debugging,0.18112323,Testing & CI,0.17672071,0.004402519999999993
commit_messages,285,before,Feature Development,0.1614552,Documentation & Communication,0.14220496,0.019250240000000002
commit_messages,289,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,293,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,294,before,Bug Fixing & Debugging,0.16589086,Refactoring & Cleanup,0.15525882,0.01063204000000001
commit_messages,295,before,Feature Development,0.15416102,Refactoring & Cleanup,0.14439994,0.009761080000000005
commit_messages,298,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,301,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,304,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,309,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,312,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,315,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,320,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,323,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,326,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,329,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,332,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,335,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,338,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,341,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,344,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,347,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,350,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,353,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,356,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,359,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,362,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,365,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,368,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,371,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,374,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,377,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,380,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,383,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,386,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,389,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,392,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,394,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,395,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,396,before,Documentation & Communication,0.15874623,Feature Development,0.15088138,0.007864849999999979
commit_messages,399,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,403,before,Documentation & Communication,0.14803836,Feature Development,0.14695193,0.0010864299999999993
commit_messages,404,before,Documentation & Communication,0.14911957,Deployment,0.14832903,0.0007905400000000062
commit_messages,405,before,Deployment,0.23865919,Documentation & Communication,0.22298725,0.015671939999999995
commit_messages,407,before,Feature Development,0.1468172,Deployment,0.1343752,0.012442000000000009
commit_messages,408,before,Deployment,0.16590823,Testing & CI,0.14622077,0.01968745999999999
commit_messages,409,before,Documentation & Communication,0.2147483,Deployment,0.21122602,0.0035222800000000165
commit_messages,410,before,Deployment,0.13960816,Feature Development,0.13908102,0.0005271400000000093
commit_messages,413,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,415,before,Bug Fixing & Debugging,0.1504236,Feature Development,0.13644294,0.013980659999999978
commit_messages,416,before,Bug Fixing & Debugging,0.1504236,Feature Development,0.13644294,0.013980659999999978
commit_messages,418,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,419,before,Deployment,0.1786858,Documentation & Communication,0.17187114,0.00681466
commit_messages,421,before,Documentation & Communication,0.18007693,Deployment,0.16651559,0.013561340000000005
commit_messages,422,before,Documentation & Communication,0.19207028,Deployment,0.17632385,0.015746430000000006
commit_messages,424,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,425,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,427,before,Bug Fixing & Debugging,0.15888569,Documentation & Communication,0.14748229,0.011403400000000008
commit_messages,430,before,Documentation & Communication,0.16000576,Bug Fixing & Debugging,0.15642656,0.0035792000000000046
commit_messages,431,before,Documentation & Communication,0.16482763,Code Review & Collaboration,0.15028025,0.014547379999999999
commit_messages,433,before,Feature Development,0.14676876,Bug Fixing & Debugging,0.14316835,0.0036004099999999983
commit_messages,435,before,Testing & CI,0.19617692,Bug Fixing & Debugging,0.17661071,0.01956621
commit_messages,436,before,Feature Development,0.15542482,Refactoring & Cleanup,0.1367916,0.018633219999999978
commit_messages,440,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,441,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,442,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,444,before,Bug Fixing & Debugging,0.15957785,Testing & CI,0.14811379,0.011464059999999998
commit_messages,448,before,Testing & CI,0.19833978,Deployment,0.18920435,0.00913543
commit_messages,449,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,450,before,Deployment,0.19088341,Testing & CI,0.17372541,0.017158000000000007
commit_messages,452,before,Refactoring & Cleanup,0.1641952,Code Review & Collaboration,0.15043196,0.01376324000000001
commit_messages,454,before,Deployment,0.15894176,Feature Development,0.14213759,0.01680416999999998
commit_messages,457,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,461,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,462,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,464,before,Refactoring & Cleanup,0.1525589,Feature Development,0.15245844,0.00010045999999999666
commit_messages,465,before,Deployment,0.17260905,Documentation & Communication,0.1676475,0.004961550000000009
commit_messages,467,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,470,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,474,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,475,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,478,before,Deployment,0.15470465,Documentation & Communication,0.14519252,0.009512130000000008
commit_messages,479,before,Deployment,0.16836242,Bug Fixing & Debugging,0.15735056,0.011011860000000012
commit_messages,482,before,Bug Fixing & Debugging,0.17921585,Refactoring & Cleanup,0.16663876,0.012577090000000013
commit_messages,486,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,491,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,493,before,Feature Development,0.1596206,Documentation & Communication,0.14426292,0.015357680000000012
commit_messages,497,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,498,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,501,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,502,before,Deployment,0.15988478,Documentation & Communication,0.15158327,0.008301510000000012
commit_messages,506,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,507,before,Bug Fixing & Debugging,0.14762542,Testing & CI,0.1298735,0.017751920000000004
commit_messages,509,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,511,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,513,before,Documentation & Communication,0.20729652,Deployment,0.19480795,0.012488570000000004
commit_messages,515,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,516,before,Documentation & Communication,0.14074819,Refactoring & Cleanup,0.1366701,0.004078090000000006
commit_messages,518,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,522,before,Testing & CI,0.17025308,Deployment,0.15091485,0.019338230000000012
commit_messages,525,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,529,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,530,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,531,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,532,before,Documentation & Communication,0.15832597,Feature Development,0.15597522,0.0023507500000000126
commit_messages,533,before,Documentation & Communication,0.14344911,Feature Development,0.1363202,0.007128909999999988
commit_messages,535,before,Documentation & Communication,0.15545337,Deployment,0.14615972,0.009293650000000014
commit_messages,538,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,540,before,Bug Fixing & Debugging,0.15794255,Code Review & Collaboration,0.13898773,0.018954819999999983
commit_messages,544,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,545,before,Feature Development,0.14438574,Refactoring & Cleanup,0.14198917,0.0023965700000000145
commit_messages,546,before,Feature Development,0.14438574,Refactoring & Cleanup,0.14198917,0.0023965700000000145
commit_messages,548,before,Feature Development,0.14438574,Refactoring & Cleanup,0.14198917,0.0023965700000000145
commit_messages,550,before,Deployment,0.15549548,Testing & CI,0.14088802,0.014607459999999989
commit_messages,555,before,Bug Fixing & Debugging,0.16239525,Testing & CI,0.1546123,0.007782949999999983
commit_messages,556,before,Deployment,0.21040802,Documentation & Communication,0.19752198,0.012886039999999988
commit_messages,558,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,559,before,Refactoring & Cleanup,0.1673737,Bug Fixing & Debugging,0.16530472,0.002068979999999998
commit_messages,563,before,Bug Fixing & Debugging,0.15519147,Testing & CI,0.13906543,0.016126040000000008
commit_messages,566,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,570,before,Bug Fixing & Debugging,0.16565552,Deployment,0.16126177,0.004393750000000002
commit_messages,575,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,581,before,Refactoring & Cleanup,0.18943776,Bug Fixing & Debugging,0.18466526,0.004772500000000013
commit_messages,585,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,590,before,Code Review & Collaboration,0.16359147,Bug Fixing & Debugging,0.14608496,0.017506509999999975
commit_messages,599,before,Documentation & Communication,0.15494038,Feature Development,0.14163311,0.013307269999999982
commit_messages,601,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,602,before,Documentation & Communication,0.15261516,Deployment,0.14851232,0.0041028399999999965
commit_messages,608,before,Bug Fixing & Debugging,0.15579712,Testing & CI,0.15331757,0.002479550000000025
commit_messages,626,before,Code Review & Collaboration,0.16447985,Documentation & Communication,0.15660888,0.007870970000000005
commit_messages,631,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,639,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,645,before,Bug Fixing & Debugging,0.16155101,Testing & CI,0.15872312,0.0028278899999999996
commit_messages,646,before,Feature Development,0.15260042,Testing & CI,0.1468905,0.0057099199999999795
commit_messages,649,before,Refactoring & Cleanup,0.17878604,UI / UX,0.16992474,0.008861300000000016
commit_messages,650,before,Code Review & Collaboration,0.1737364,Refactoring & Cleanup,0.15779905,0.015937350000000017
commit_messages,655,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,657,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,658,before,Deployment,0.15378569,Feature Development,0.13662012,0.01716556999999999
commit_messages,659,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,660,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,663,before,Deployment,0.15665373,Testing & CI,0.14244023,0.01421349999999999
commit_messages,665,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,666,before,Refactoring & Cleanup,0.1749226,Feature Development,0.15872227,0.016200330000000013
commit_messages,670,before,Code Review & Collaboration,0.17095907,Deployment,0.16218528,0.008773790000000004
commit_messages,674,before,Deployment,0.19693878,Testing & CI,0.1808212,0.01611758000000002
commit_messages,675,before,Documentation & Communication,0.23350468,Deployment,0.22114392,0.012360759999999998
commit_messages,676,before,Feature Development,0.16393483,Documentation & Communication,0.15959625,0.0043385800000000085
commit_messages,677,before,Bug Fixing & Debugging,0.16896404,Testing & CI,0.15501547,0.013948570000000021
commit_messages,679,before,Documentation & Communication,0.16445874,Deployment,0.14612909,0.018329650000000003
